model,topic,reference,extracted_title,verdict
qwen3_32b_think,Environmental Science,"Gupta, A., et al. (2022). Climate policy in a post-pandemic world: Lessons from the 2021 United Nations Climate Change Conference. *Proceedings of the 12th International Conference on Environmental Policy and Governance*, 45–58. https://doi.org/10.1115/ICEPG2022-12345",Climate policy in a post-pandemic world: Lessons from the 2021 United Nations Climate Change Conference,YES
qwen3_32b_think,Girls education,UNESCO. (2014). *Global education monitoring report: Gender review*. UNESCO Publishing.,*Global education monitoring report: Gender review*,PARTIAL
qwen3_32b_think,Girls education,World Bank. (2018). *The economic returns to investing in girls’ education: A synthesis of the evidence*. World Bank Group.,*The economic returns to investing in girls’ education: A synthesis of the evidence*,YES
qwen3_32b_think,Girls education,"Mwaura, S. K., & Muthuri, N. (2016). Barriers to girls’ education in rural Kenya: A qualitative study. *Journal of Educational Research, 109*(4), 456–468. https://doi.org/10.1080/00220671.2016.11449234",Barriers to girls’ education in rural Kenya: A qualitative study,YES
qwen3_32b_think,Girls education,"Nalwadzi, M., & Mwaura, S. K. (2019). Cultural practices and girls’ access to education in Zimbabwe. *Gender and Education, 31*(3), 345–362. https://doi.org/10.1080/09540253.2018.1523456",Cultural practices and girls’ access to education in Zimbabwe,YES
qwen3_32b_think,Girls education,"Akinyemi, O., & Ogunyemi, J. (2020). The impact of community schools on girls’ enrollment in Nigeria. *Proceedings of the African Educational Research Conference*, 112–125.","The impact of community schools on girls’ enrollment in Nigeria. *Proceedings of the African Educational Research Conference*, 112–125",YES
qwen3_32b_think,Girls education,Malala Fund. (2021). *The state of the world’s girls: Progress and challenges in education*. Malala Fund.,*The state of the world’s girls: Progress and challenges in education*,YES
qwen3_32b_think,Girls education,"Smith, L. (2017). *Factors influencing girls’ educational attainment in rural India: A case study* (Doctoral dissertation). University of California, Berkeley.",*Factors influencing girls’ educational attainment in rural India: A case study* (Doctoral dissertation),YES
qwen3_32b_think,Girls education,"Aker, J. C., & Mbiti, I. M. (2010). Mobile phones and economic development in Africa. *Journal of Economic Perspectives, 24*(3), 207–232. https://doi.org/10.1257/jep.24.3.207",Mobile phones and economic development in Africa,PARTIAL
qwen3_32b_think,Girls education,"Duflo, E. (2012). Girls’ schooling: A randomized evaluation of incentives in Malawi. *American Economic Journal: Applied Economics, 4*(4), 1–24. https://doi.org/10.1257/app.4.4.1",Girls’ schooling: A randomized evaluation of incentives in Malawi,YES
qwen3_32b_think,Girls education,UNICEF. (2015). *Early marriage: A harmful traditional practice*. UNICEF Office of Research.,*Early marriage: A harmful traditional practice*,PARTIAL
qwen3_32b_think,Health,World Health Organization. (2020). *Mental health and psychosocial considerations during the COVID-19 outbreak*. Geneva: World Health Organization.,*Mental health and psychosocial considerations during the COVID-19 outbreak*,YES
qwen3_32b_think,Health,"Smith, J., & Lee, K. (2021). Global health disparities and the role of social determinants. *The Lancet*, 397(10285), 1234–1245. https://doi.org/10.1016/S0140-6736(21)00001-2",Global health disparities and the role of social determinants,YES
qwen3_32b_think,Health,"Centers for Disease Control and Prevention. (2018). *Health equity: A key to improving health outcomes*. Atlanta, GA: U.S. Department of Health and Human Services.",*Health equity: A key to improving health outcomes*,YES
qwen3_32b_think,Health,"Patel, V., & Kleinman, A. (2020). The global mental health movement: A new vision for the post-2015 era. *New England Journal of Medicine*, 382(12), 1111–1113. https://doi.org/10.1056/NEJMp2000001",The global mental health movement: A new vision for the post-2015 era,PARTIAL
qwen3_32b_think,Health,"Institute of Medicine. (2015). *Improving the quality of health care for medical and surgical conditions*. Washington, DC: National Academies Press.",*Improving the quality of health care for medical and surgical conditions*,YES
qwen3_32b_think,Health,"Brown, T. (2022). *Health policy and equity in the United States: A critical analysis* (Doctoral dissertation). Harvard University.",*Health policy and equity in the United States: A critical analysis* (Doctoral dissertation),YES
qwen3_32b_think,Health,American Public Health Association. (2020). *Addressing climate change to protect public health*. Proceedings of the 150th APHA Annual Meeting.,*Addressing climate change to protect public health*,PARTIAL
qwen3_32b_think,Health,"Johnson, R., & Williams, D. (2019). Racial disparities in health outcomes: A systematic review. *Journal of the American Medical Association*, 321(15), 1475–1484. https://doi.org/10.1001/jama.2019.0500",Racial disparities in health outcomes: A systematic review,YES
qwen3_32b_think,Health,World Health Organization. (2021). *Non-communicable diseases: Progress report 2021*. Geneva: World Health Organization.,*Non-communicable diseases: Progress report 2021*,YES
qwen3_32b_think,Health,"Miller, L., & Thompson, G. (2022). Mental health interventions in low-resource settings: A meta-analysis. *Journal of the American Academy of Child & Adolescent Psychiatry*, 61(4), 456–467. https://doi.org/10.1016/j.jaac.2021.12.001",Mental health interventions in low-resource settings: A meta-analysis,YES
qwen3_32b_think,Infectious disease,"Flaxman, S., Mishra, S., Gandy, A., et al. (2020). Estimating the effects of non-pharmaceutical interventions on COVID-19 in Europe. *Nature*, *584*(7820), 257–261. https://doi.org/10.1038/s41586-020-2405-7",Estimating the effects of non-pharmaceutical interventions on COVID-19 in Europe,YES
qwen3_32b_think,Infectious disease,"Fridman, D., Hershberg, U., & Kishony, R. (2014). The challenges of antibiotic resistance. *The Lancet Infectious Diseases*, *14*(5), 435–443. https://doi.org/10.1016/S1473-3099(14)70691-6",The challenges of antibiotic resistance,PARTIAL
qwen3_32b_think,Infectious disease,"Zhou, D., & Barouch, D. H. (2021). SARS-CoV-2 vaccines: Development, challenges, and opportunities. *Nature Immunology*, *22*(3), 297–306. https://doi.org/10.1038/s41590-021-00890-0","SARS-CoV-2 vaccines: Development, challenges, and opportunities",PARTIAL
qwen3_32b_think,Infectious disease,"Garry, R. F., Garry, M. F., & Garry, P. F. (2019). Emerging and reemerging zoonotic diseases: The role of wildlife. *Science*, *363*(6433), eaav4698. https://doi.org/10.1126/science.aav4698",Emerging and reemerging zoonotic diseases: The role of wildlife,YES
qwen3_32b_think,Infectious disease,World Health Organization. (2021). *Global antimicrobial resistance and use of antibiotics: Interim global summary report 2021*. World Health Organization.,*Global antimicrobial resistance and use of antibiotics: Interim global summary report 2021*,YES
qwen3_32b_think,Infectious disease,Centers for Disease Control and Prevention. (2020). *Rapid antigen testing for SARS-CoV-2: Technical report*. U.S. Department of Health and Human Services.,*Rapid antigen testing for SARS-CoV-2: Technical report*,YES
qwen3_32b_think,Infectious disease,"Smith, J. M., & Anderson, R. M. (1988). The evolution of disease resistance. *Science*, *238*(4824), 193–197. https://doi.org/10.1126/science.3434859",The evolution of disease resistance,YES
qwen3_32b_think,Infectious disease,"Alizon, S., Hurford, A., Mideo, N., & Van Baalen, M. (2009). Parasite strategies of resource allocation to reproduction and virulence. *The American Naturalist*, *174*(5), 634–647. https://doi.org/10.1086/644394",Parasite strategies of resource allocation to reproduction and virulence,PARTIAL
qwen3_32b_think,Infectious disease,"Johnson, P. C. D. (2018). *The evolution of host-parasite interactions in a changing climate: A case study of malaria in Africa* (Doctoral dissertation). Harvard University.",*The evolution of host-parasite interactions in a changing climate: A case study of malaria in Africa* (Doctoral dissertation),YES
qwen3_32b_think,Infectious disease,"Kaur, R., & Singh, S. (2022). CRISPR-Cas systems in combating antibiotic-resistant pathogens. *PLOS Pathogens*, *18*(4), e1010456. https://doi.org/10.1371/journal.ppat.1010456",CRISPR-Cas systems in combating antibiotic-resistant pathogens,PARTIAL
qwen3_32b_think,Insecticide-treated bed nets for malaria,"Lines, J. R., & Williams, G. T. (1992). Insecticide-treated bed nets for preventing malaria. *Cochrane Database of Systematic Reviews*(2). https://doi.org/10.1002/14651858.CD000363",Insecticide-treated bed nets for preventing malaria,YES
qwen3_32b_think,Insecticide-treated bed nets for malaria,World Health Organization. (2006). *Insecticide-treated mosquito nets for malaria prevention: Technical report*. World Health Organization.,*Insecticide-treated mosquito nets for malaria prevention: Technical report*,YES
qwen3_32b_think,Insecticide-treated bed nets for malaria,"Lindsay, S. W., et al. (2011). Insecticide-treated bed nets and curtains for preventing malaria. *The Lancet*, 376(9742), 1360–1375. https://doi.org/10.1016/S0140-6736(11)60810-8",Insecticide-treated bed nets and curtains for preventing malaria,YES
qwen3_32b_think,Insecticide-treated bed nets for malaria,"Corbel, V., et al. (2007). Insecticide resistance in Anopheles gambiae: Data from the 2006–2007 ITN project in Benin. *PLoS ONE*, 2(12), e1293. https://doi.org/10.1371/journal.pone.0001293",Insecticide resistance in Anopheles gambiae: Data from the 2006–2007 ITN project in Benin,YES
qwen3_32b_think,Insecticide-treated bed nets for malaria,"Okumu, F. O., & Killeen, G. F. (2014). Implications of mosquito behavioral adaptations for malaria control. *PLoS ONE*, 9(12), e113182. https://doi.org/10.1371/journal.pone.0113182",Implications of mosquito behavioral adaptations for malaria control,PARTIAL
qwen3_32b_think,Insecticide-treated bed nets for malaria,"Bhatt, S., et al. (2019). The global impact of insecticide-treated nets on child mortality and malaria burden. *Nature*, 570(7760), 127–134. https://doi.org/10.1038/s41586-020-2169-0",The global impact of insecticide-treated nets on child mortality and malaria burden,YES
qwen3_32b_think,Insecticide-treated bed nets for malaria,"Killeen, G. F., et al. (2015). Effectiveness of insecticide-treated nets in reducing malaria transmission in different ecological settings. *Malaria Journal*, 14(1), 1–12. https://doi.org/10.1186/s12936-015-0600-5",Effectiveness of insecticide-treated nets in reducing malaria transmission in different ecological settings,YES
qwen3_32b_think,Insecticide-treated bed nets for malaria,"Smith, H. A., et al. (2006). Cost-effectiveness of insecticide-treated bed nets for malaria prevention in sub-Saharan Africa. *The Lancet*, 367(9513), 1035–1040. https://doi.org/10.1016/S0140-6736(06)68427-8",Cost-effectiveness of insecticide-treated bed nets for malaria prevention in sub-Saharan Africa,YES
qwen3_32b_think,Insecticide-treated bed nets for malaria,"Steketee, R. W., et al. (2001). The impact of insecticide-treated nets on malaria transmission in Africa. *The Lancet*, 358(9289), 1171–1175. https://doi.org/10.1016/S0140-6736(01)06184-2",The impact of insecticide-treated nets on malaria transmission in Africa,YES
