reference,topic,model,svris_status,svris_reference,field_title,field_authors,field_year,field_venue,field_id,candidate_title,candidate_authors,candidate_year,candidate_venue,candidate_doi,candidate_url,candidate_source,candidate_matches,candidate_contradictions,candidate_contains,candidate_absent,candidate_unconfirmed,cmp_title_citation,cmp_title_candidate,cmp_authors_citation,cmp_authors_candidate,cmp_year_citation,cmp_year_candidate,cmp_venue_citation,cmp_venue_candidate,cmp_id_citation,cmp_id_candidate,match_set_size,contained_set_size,total_candidates,sources_queried,processing_time_ms,svris_message,score,error_distance
"Skocpol, T. (1979). States and Social Revolutions: A Comparative Analysis of France, Russia, and China. Cambridge University Press.",Political Science,mistral_large_2_123b,verified,"Skocpol, T. (1979). *States and social revolutions: A comparative analysis of France, Russia, and China*. Cambridge University Press. https://books.google.com/books?hl=en&lr=&id=so0gddc0w3UC&oi=fnd&pg=PR9&dq=States+and+Social+Revolutions+Skocpol&ots=ITMbTqUMl_&sig=fNbOfFYX86I_80YHKJCWGK2rKKY",MATCH,MATCH,MATCH,MATCH,ABSENT,"States and Social Revolutions: A Comparative Analysis of France, Russia, and China",Theda Skocpol,1979,Cambridge University Press,,https://books.google.com/books?hl=en&lr=&id=so0gddc0w3UC&oi=fnd&pg=PR9&dq=States+and+Social+Revolutions+Skocpol&ots=ITMbTqUMl_&sig=fNbOfFYX86I_80YHKJCWGK2rKKY,GOOGLE,4,0,0,1,0,"States and Social Revolutions: A Comparative Analysis of France, Russia, and China.","States and Social Revolutions: A Comparative Analysis of France, Russia, and China","Skocpol, T.",Theda Skocpol,1979,1979,Cambridge University Press,Cambridge University Press,,https://books.google.com/books?hl=en&lr=&id=so0gddc0w3UC&oi=fnd&pg=PR9&dq=States+and+Social+Revolutions+Skocpol&ots=ITMbTqUMl_&sig=fNbOfFYX86I_80YHKJCWGK2rKKY,1,1,1,GOOGLE,0,"✓ Title | ✓ Authors | ✓ Year | ✓ Venue | ○ ID

### Summary
This book was confirmed as ""States and Social Revolutions: A Comparative Analysis of France, Russia, and China"" by Theda Skocpol, published in 1979 by Cambridge University Press. The title, author, year, and publisher all matched exactly.

### Details
A matching record was found with the exact title and author Theda Skocpol, published in 1979 by Cambridge University Press. The citation used the initial ""T. Skocpol,"" which corresponds to Theda Skocpol, confirming the author match. No DOI was present in the citation, but the publisher and year matched perfectly. Additional sources such as Google Books and academic databases confirm this publication and its details.

- https://books.google.com/books?hl=en&lr=&id=so0gddc0w3UC&oi=fnd&pg=PR9&dq=States+and+Social+Revolutions+Skocpol&ots=ITMbTqUMl_&sig=fNbOfFYX86I_80YHKJCWGK2rKKY
- https://www.amazon.com/States-Social-Revolutions-Comparative-Analysis/dp/0521294991
- https://en.wikipedia.org/wiki/States_and_Social_Revolutions",1.0,0.0
"Tarrow, S. (1998). Power in Movement: Social Movements and Contentious Politics. Cambridge University Press.",Political Science,mistral_large_2_123b,verified,"Tarrow, S. G. (1998). *Power in movement: Social movements and contentious politics*. Cambridge University Press. https://archive.org/details/powerinmovements0000tarr",MATCH,MATCH,MATCH,MATCH,ABSENT,Power in movement : social movements and contentious politics,Sidney G. Tarrow,1998,Cambridge University Press,,https://archive.org/details/powerinmovements0000tarr,GOOGLE,4,0,0,1,0,Power in Movement: Social Movements and Contentious Politics.,Power in movement : social movements and contentious politics,"Tarrow, S.",Sidney G. Tarrow,1998,1998,Cambridge University Press,Cambridge University Press,,https://archive.org/details/powerinmovements0000tarr,1,1,1,GOOGLE,0,"✓ Title | ✓ Authors | ✓ Year | ✓ Venue | ○ ID

### Summary
This book was confirmed as ""Power in Movement: Social Movements and Contentious Politics"" by Sidney G. Tarrow, published in 1998 by Cambridge University Press. The title, author name, year, and publisher all matched exactly, confirming the reference.

### Details
A matching record was found with the exact title and author, where ""Tarrow, S."" corresponds to ""Sidney G. Tarrow."" The publication year 1998 and the publisher Cambridge University Press also matched perfectly. Although no DOI was provided in the citation, multiple sources including archive.org and academic listings confirm the book's details.

- https://archive.org/details/powerinmovements0000tarr
- https://openlibrary.org/books/OL688150M/Power_in_movement
- https://www.nonviolent-conflict.org/resource/power-in-movement-social-movements-and-contentious-politics/",1.0,0.0
"Verba, S., Schlozman, K. L., & Brady, H. E. (1995). Voice and Equality: Civic Voluntarism in American Politics. Harvard University Press.",Political Science,mistral_large_2_123b,verified,"Verba, S., Schlozman, K. L., & Brady, H. E. (1995). *Voice and equality: Civic voluntarism in American politics*. Harvard University Press. https://books.google.com/books?id=YFiCO5f0BKAC&printsec=copyright",MATCH,MATCH,MATCH,MATCH,ABSENT,Voice and equality: civic voluntarism in American politics,Sidney Verba; Kay Lehman Schlozman; Henry E. Brady,1995,Harvard University Press,,https://books.google.com/books?id=YFiCO5f0BKAC&printsec=copyright,GOOGLE,4,0,0,1,0,Voice and Equality: Civic Voluntarism in American Politics,Voice and equality: civic voluntarism in American politics,"Verba, S.; Schlozman, K. L.; Brady, H. E.",Sidney Verba; Kay Lehman Schlozman; Henry E. Brady,1995,1995,Harvard University Press,Harvard University Press,,https://books.google.com/books?id=YFiCO5f0BKAC&printsec=copyright,1,1,1,GOOGLE,0,"✓ Title | ✓ Authors | ✓ Year | ✓ Venue | ○ ID

### Summary
This book was confirmed as ""Voice and Equality: Civic Voluntarism in American Politics"" published by Harvard University Press in 1995. The authors Sidney Verba, Kay Lehman Schlozman, and Henry E. Brady were all matched exactly.

### Details
A matching record was found with the exact title and author names fully matching the citation. The publication year 1995 and the publisher Harvard University Press also matched exactly. No digital identifier was present in the citation, but multiple sources including Google Books and Amazon confirm the book's details.

- https://books.google.com/books?id=YFiCO5f0BKAC&printsec=copyright
- https://www.amazon.com/Voice-Equality-Voluntarism-American-Politics/dp/0674942930
- https://www.jstor.org/stable/j.ctv1pnc1k7",1.0,0.0
"Weber, M. (1919). Politics as a Vocation. In H. H. Gerth & C. Wright Mills (Eds.), From Max Weber: Essays in Sociology (pp. 77-128). Routledge.",Political Science,mistral_large_2_123b,verified-with-error,"Weber, M. (n.d.). Politics as a vocation. https://archive.org/download/weber_max_1864_1920_politics_as_a_vocation/weber_max_1864_1920_politics_as_a_vocation.pdf",MATCH,MATCH,UNCONFIRMED,UNCONFIRMED,ABSENT,Politics as a vocation,Max Weber,,,,https://archive.org/download/weber_max_1864_1920_politics_as_a_vocation/weber_max_1864_1920_politics_as_a_vocation.pdf,GOOGLE,2,0,0,1,2,Politics as a Vocation,Politics as a vocation,"Weber, M.",Max Weber,1919,,Routledge,,,https://archive.org/download/weber_max_1864_1920_politics_as_a_vocation/weber_max_1864_1920_politics_as_a_vocation.pdf,2,2,3,GOOGLE,0,"✓ Title | ✓ Authors | ? Year | ? Venue | ○ ID

### Summary
This reference to ""Politics as a Vocation"" by Max Weber was confirmed with the title and author matching exactly. However, the publication year and publisher details could not be fully confirmed from the available sources.

### Details
A matching record was found with the exact title ""Politics as a vocation"" and author Max Weber, confirming the core citation details. The year 1919 and the publisher Routledge were not confirmed because the potential matches lacked these specific fields. The best available source is a PDF of the essay hosted on archive.org, which supports the existence of the work but does not specify the year or publisher. Additional searches found the essay included in collections edited by Gerth and Mills, but exact publication details varied or were missing.

- [Archive.org PDF](https://archive.org/download/weber_max_1864_1920_politics_as_a_vocation/weber_max_1864_1920_politics_as_a_vocation.pdf)
- [Wikipedia: Politics as a Vocation](https://en.wikipedia.org/wiki/Politics_as_a_Vocation)
- [Routledge: From Max Weber: Essays in Sociology](https://www.routledge.com/From-Max-Weber-Essays-in-Sociology/Weber/p/book/9780415482691)",0.6,0.4
"Ziblatt, D. (2017). Conservative Parties and the Birth of Democracy. Cambridge University Press.",Political Science,mistral_large_2_123b,verified,"Ziblatt, D. (2017). Conservative parties and the birth of democracy. *Cambridge University Press*. https://doi.org/10.1017/9781139030335",MATCH,MATCH,MATCH,MATCH,ABSENT,Conservative Parties and the Birth of Democracy,Daniel Ziblatt,2017,Cambridge University Press,10.1017/9781139030335,,GOOGLE,4,0,0,1,0,Conservative Parties and the Birth of Democracy,Conservative Parties and the Birth of Democracy,"Ziblatt, D.",Daniel Ziblatt,2017,2017,Cambridge University Press,Cambridge University Press,,10.1017/9781139030335,1,1,1,GOOGLE,0,"✓ Title | ✓ Authors | ✓ Year | ✓ Venue | ○ ID

### Summary
This book was confirmed as ""Conservative Parties and the Birth of Democracy"" by Daniel Ziblatt, published in 2017 by Cambridge University Press. The title, author, year, and publisher all matched exactly with the verified record.

### Details
A matching record was found with the exact title ""Conservative Parties and the Birth of Democracy"" and author Daniel Ziblatt. The publication year 2017 and the publisher Cambridge University Press also matched perfectly. Although no identifier was provided in the original citation, the verified record includes a DOI: 10.1017/9781139030335, confirming the source's authenticity.

- https://doi.org/10.1017/9781139030335
- https://www.cambridge.org/core/books/conservative-parties-and-the-birth-of-democracy",1.0,0.0
"Aghahosseini, A., & Breyer, C. (2018). Renewable energy transition: Simulation for West Africa and CO2 mitigation. Energy Strategy Reviews, 22, 228-256.",Renewable energy,mistral_large_2_123b,unverified,Reference could not be verified.,CONTRADICTION,CONTAINS,CONTRADICTION,CONTAINS,ABSENT,Transition towards decarbonised power systems and its socio-economic impacts in West Africa,A S Oyewo; A Aghahosseini; M Ram; C Breyer,2020,Renewable Energy,,https://www.sciencedirect.com/science/article/pii/S0960148120304109,GOOGLE,0,2,2,1,0,Renewable energy transition: Simulation for West Africa and CO2 mitigation.,Transition towards decarbonised power systems and its socio-economic impacts in West Africa,"Aghahosseini, A.; Breyer, C.",A S Oyewo; A Aghahosseini; M Ram; C Breyer,2018,2020,Energy Strategy Reviews,Renewable Energy,,https://www.sciencedirect.com/science/article/pii/S0960148120304109,0,0,2,GOOGLE,0,"✗ Title | ◐ Authors | ✗ Year | ◐ Venue | ○ ID

### Summary
The reference could not be verified as the details differ significantly from available records. The cited article from 2018 about renewable energy transition and CO2 mitigation in West Africa does not match the found article from 2020, which focuses on decarbonised power systems and socio-economic impacts in the same region.

### Details
A matching record was found titled ""Transition towards decarbonised power systems and its socio-economic impacts in West Africa"" published in 2020 in Renewable Energy. The authors include Aghahosseini and Breyer, but also additional authors not listed in the citation. The year differs by two years, and the titles focus on different core topics, indicating these are distinct articles. No exact match was found for the 2018 article in Energy Strategy Reviews.

- https://www.sciencedirect.com/science/article/pii/S0960148120304109",0.0,1.0
"Bhattacharyya, S. C. (2015). Sustainable energy policy and renewable energy development. Springer.",Renewable energy,mistral_large_2_123b,unverified,Reference could not be verified.,CONTRADICTION,MATCH,CONTRADICTION,CONTRADICTION,ABSENT,Energy access programmes and sustainable development: A critical review and analysis,SC Bhattacharyya,2012,Energy for Sustainable Development,,https://www.sciencedirect.com/science/article/pii/S0973082612000245,GOOGLE,1,3,0,1,0,Sustainable energy policy and renewable energy development,Energy access programmes and sustainable development: A critical review and analysis,"Bhattacharyya, S. C.",SC Bhattacharyya,2015,2012,Springer,Energy for Sustainable Development,,https://www.sciencedirect.com/science/article/pii/S0973082612000245,0,0,3,GOOGLE,0,"✗ Title | ✓ Authors | ✗ Year | ✗ Venue | ○ ID

### Summary
The reference could not be verified as matching the provided citation. Although the author Bhattacharyya, S. C. was confirmed, the title, year, and publisher did not match any found records.

### Details
A matching record was found for the author SC Bhattacharyya, but the title was ""Energy access programmes and sustainable development: A critical review and analysis"" from 2012, published in the journal Energy for Sustainable Development. This differs from the cited title ""Sustainable energy policy and renewable energy development"" from 2015 published by Springer. No identifier was provided in the citation to assist verification.

- https://www.sciencedirect.com/science/article/pii/S0973082612000245",0.0,1.0
"Davis, S. J., Lewis, N. S., & Shaner, M. (2018). Net-zero emissions energy systems. Science, 360(6396), eaas9793.",Renewable energy,mistral_large_2_123b,verified,"Davis, S. J., Lewis, N. S., Shaner, M. R., Aggarwal, S., Arent, D. J., Azevedo, I. L., Benson, S. M., Bradley, T. H., Brouwer, J., Chiang, Y.-M., Clack, C., Cohen, A., Doig, S. J., Edmonds, J., Fennell, P. S., Field, C. B., Hannegan, B., Hodge, B.-M., Hoffert, M. I., ... Caldeira, K. (2018). *Net-zero emissions energy systems*. *Science*, 360(6396), eaas9793. https://doi.org/10.1126/science.aas9793",MATCH,MATCH,MATCH,MATCH,ABSENT,Net-zero emissions energy systems,Steven J. Davis; Nathan S. Lewis; Matthew R. Shaner; Sonia Aggarwal; D. J. Arent; Inês L. Azevedo; Sally M. Benson; Thomas H. Bradley; Jack Brouwer; Yet‐Ming Chiang; C. Clack; Armond Cohen; Stephen J. Doig; Jae Edmonds; Paul S. Fennell; Christopher B. Field; Bryan Hannegan; Bri‐Mathias Hodge; Martin I. Hoffert; Eric Ingersoll; Paulina Jaramillo; Klaus S. Lackner; Katharine J. Mach; Michael D. Mastrandrea; Joan M. Ogden; Per F. Peterson; Daniel L. Sanchez; Daniel Sperling; Joseph Stagner; Jessika E. Trancik; Chi-Jen Yang; Ken Caldeira,2018,Science,10.1126/science.aas9793,https://doi.org/10.1126/science.aas9793,GOOGLE,4,0,0,1,0,Net-zero emissions energy systems,Net-zero emissions energy systems,"Davis, S. J.; Lewis, N. S.; Shaner, M.",Steven J. Davis; Nathan S. Lewis; Matthew R. Shaner; Sonia Aggarwal; D. J. Arent; Inês L. Azevedo; Sally M. Benson; Thomas H. Bradley; Jack Brouwer; Yet‐Ming Chiang; C. Clack; Armond Cohen; Stephen J. Doig; Jae Edmonds; Paul S. Fennell; Christopher B. Field; Bryan Hannegan; Bri‐Mathias Hodge; Martin I. Hoffert; Eric Ingersoll; Paulina Jaramillo; Klaus S. Lackner; Katharine J. Mach; Michael D. Mastrandrea; Joan M. Ogden; Per F. Peterson; Daniel L. Sanchez; Daniel Sperling; Joseph Stagner; Jessika E. Trancik; Chi-Jen Yang; Ken Caldeira,2018,2018,Science,Science,,10.1126/science.aas9793,1,1,1,GOOGLE,0,"✓ Title | ✓ Authors | ✓ Year | ✓ Venue | ○ ID

### Summary
This article was confirmed in the journal Science with matching authors Davis, Lewis, and Shaner, and the publication year 2018. The title ""Net-zero emissions energy systems"" was verified exactly as cited.

### Details
A matching record was found with the exact title ""Net-zero emissions energy systems"" published in Science in 2018. The core authors Davis, Lewis, and Shaner correspond to the citation, with the citation using initials and the evidence listing full names, confirming the match. Although the evidence includes many additional authors, the primary authors match perfectly. The publication year and journal name also matched exactly. No identifier was present in the citation, but the DOI 10.1126/science.aas9793 was found for the article.

- https://doi.org/10.1126/science.aas9793
- https://science.sciencemag.org/content/360/6396/eaas9793",1.0,0.0
"Jacobson, M. Z., & Delucchi, M. A. (2011). Providing all global energy with wind, water, and solar power, Part I: Technologies, energy resources, quantities and areas of infrastructure, and materials. Energy Policy, 39(3), 1154-1169.",Renewable energy,mistral_large_2_123b,verified,"Jacobson, M. Z., & Delucchi, M. A. (2010). Providing all global energy with wind, water, and solar power, Part I: Technologies, energy resources, quantities and areas of infrastructure, and materials. *Energy Policy*, 39(3), 1154-1169. https://doi.org/10.1016/j.enpol.2010.11.040",MATCH,MATCH,CONTAINS,MATCH,ABSENT,"Providing all global energy with wind, water, and solar power, Part I: Technologies, energy resources, quantities and areas of infrastructure, and materials",Mark Z. Jacobson; Mark A. Delucchi,2010,Energy Policy,10.1016/j.enpol.2010.11.040,https://doi.org/10.1016/j.enpol.2010.11.040,GOOGLE,3,0,1,1,0,"Providing all global energy with wind, water, and solar power, Part I: Technologies, energy resources, quantities and areas of infrastructure, and materials.","Providing all global energy with wind, water, and solar power, Part I: Technologies, energy resources, quantities and areas of infrastructure, and materials","Jacobson, M. Z.; Delucchi, M. A.",Mark Z. Jacobson; Mark A. Delucchi,2011,2010,Energy Policy,Energy Policy,,10.1016/j.enpol.2010.11.040,1,1,1,GOOGLE,0,"✓ Title | ✓ Authors | ◐ Year | ✓ Venue | ○ ID

### Summary
This article was confirmed in the journal Energy Policy with matching authors Mark Z. Jacobson and Mark A. Delucchi. The title matched exactly, and the publication year was very close, differing by only one year.

### Details
A matching record was found with the exact title ""Providing all global energy with wind, water, and solar power, Part I: Technologies, energy resources, quantities and areas of infrastructure, and materials."" The authors correspond one-to-one with the citation, and the journal name Energy Policy matched exactly. The year in the evidence was 2010, which is within one year of the cited year 2011. No identifier was present in the citation. Relevant sources include the DOI link https://doi.org/10.1016/j.enpol.2010.11.040 and multiple search results confirming the article's details.

- https://doi.org/10.1016/j.enpol.2010.11.040
- https://www.sciencedirect.com/science/article/pii/S0301421510008645
- https://ideas.repec.org/a/eee/enepol/v39y2011i3p1154-1169.html",0.9,0.1
"Kaldellis, J. K., & Kapsali, M. (2013). Comparative life cycle environmental impact assessment of renewable energy sources. Renewable and Sustainable Energy Reviews, 26, 503-511.",Renewable energy,mistral_large_2_123b,unverified,Reference could not be verified.,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,"? Title | ? Authors | ? Year | ? Venue | ? ID

### Summary
No matching article could be found for the reference by Kaldellis and Kapsali from 2013 titled ""Comparative life cycle environmental impact assessment of renewable energy sources"" in the journal Renewable and Sustainable Energy Reviews.

### Details
A search was conducted across multiple databases including OpenAlex, Google Scholar, and general Google search, but no records matching the title, authors, year, or journal were found. There were no potential matches or similar works identified to confirm the reference.

- https://openalex.org
- https://scholar.google.com
- https://www.google.com",0.0,1.0
"Liu, F., & Lund, H. (2017). Renewable energy integration: A comparison of the electricity systems in China and Europe. Renewable and Sustainable Energy Reviews, 75, 478-488.",Renewable energy,mistral_large_2_123b,unverified,Reference could not be verified.,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,"? Title | ? Authors | ? Year | ? Venue | ? ID

### Summary
No matching article could be found for the reference by Liu and Lund (2017) titled ""Renewable energy integration: A comparison of the electricity systems in China and Europe"" in Renewable and Sustainable Energy Reviews.

### Details
A search was conducted using OpenAlex and Google, but no records matching the title, authors, year, or journal were found. There were no potential matches or similar works identified in the databases checked.

- [OpenAlex](https://openalex.org)
- [Google Search](https://www.google.com)",0.0,1.0
"Markvart, T. (2000). Solar electricity. John Wiley & Sons.",Renewable energy,mistral_large_2_123b,verified,"Markvart, T. (Ed.). (2000). *Solar Electricity* (2nd ed.). John Wiley & Sons. https://books.google.com/books?hl=en&lr=&id=3GjiEAAAQBAJ&oi=fnd&pg=PR9&dq=Solar+electricity+Markvart&ots=RG7yK_rdiG&sig=BwcH4fvCtd9-_5-StBp-_HXckyk",MATCH,MATCH,MATCH,MATCH,ABSENT,Solar Electricity,Tomas Markvart,2000,John Wiley & Sons,,https://books.google.com/books?hl=en&lr=&id=3GjiEAAAQBAJ&oi=fnd&pg=PR9&dq=Solar+electricity+Markvart&ots=RG7yK_rdiG&sig=BwcH4fvCtd9-_5-StBp-_HXckyk,GOOGLE,4,0,0,1,0,Solar electricity,Solar Electricity,"Markvart, T.",Tomas Markvart,2000,2000,John Wiley & Sons,John Wiley & Sons,,https://books.google.com/books?hl=en&lr=&id=3GjiEAAAQBAJ&oi=fnd&pg=PR9&dq=Solar+electricity+Markvart&ots=RG7yK_rdiG&sig=BwcH4fvCtd9-_5-StBp-_HXckyk,1,1,1,GOOGLE,0,"✓ Title | ✓ Authors | ✓ Year | ✓ Venue | ○ ID

### Summary
This book titled ""Solar Electricity"" by Tomas Markvart was confirmed as published in 2000 by John Wiley & Sons. The author name, title, year, and publisher all matched exactly with the verified record.

### Details
A matching record was found with the exact title ""Solar Electricity"" and author Tomas Markvart, confirming the citation's author initial corresponds to the full name. The publication year 2000 and publisher John Wiley & Sons also matched perfectly. Although no DOI was available, the book is accessible via Google Books at the provided URL.

- https://books.google.com/books?hl=en&lr=&id=3GjiEAAAQBAJ&oi=fnd&pg=PR9&dq=Solar+electricity+Markvart&ots=RG7yK_rdiG&sig=BwcH4fvCtd9-_5-StBp-_HXckyk",1.0,0.0
"Twidell, J., & Weir, T. (2015). Renewable energy resources. Taylor & Francis.",Renewable energy,mistral_large_2_123b,verified-with-error,"Twidell, J., & Weir, T. (2006). Renewable Energy Resources. *Routledge*. https://doi.org/10.4324/9780203989302",MATCH,MATCH,CONTRADICTION,CONTAINS,ABSENT,Renewable Energy Resources,John Twidell; Tony Weir,2006,Routledge,10.4324/9780203989302,https://doi.org/10.4324/9780203989302,GOOGLE,2,1,1,1,0,Renewable energy resources,Renewable Energy Resources,"Twidell, J.; Weir, T.",John Twidell; Tony Weir,2015,2006,Taylor & Francis,Routledge,,10.4324/9780203989302,0,0,1,GOOGLE,0,"✓ Title | ✓ Authors | ✗ Year | ◐ Venue | ○ ID

### Summary
This book titled ""Renewable Energy Resources"" by John Twidell and Tony Weir was confirmed, with the title and authors matching exactly. However, there is a discrepancy in the publication year: the citation states 2015, but the verified edition was published in 2006. The publisher is related, as Routledge is an imprint of Taylor & Francis.

### Details
A matching record was found with the exact title ""Renewable Energy Resources"" and authors John Twidell and Tony Weir. The verified publication year is 2006, which differs from the cited year 2015 by nine years. The publisher listed in the evidence is Routledge, which is part of the Taylor & Francis group, matching the citation's publisher family. No DOI was provided in the original citation, but the verified record includes DOI 10.4324/9780203989302.

- [Taylor & Francis - Renewable Energy Resources](https://doi.org/10.4324/9780203989302)
- [Google Search Results](https://www.taylorfrancis.com/books/mono/10.4324/9781315766416/renewable-energy-resources-john-twidell-tony-weir)",0.5,0.5
"Barnes, D. F., & Floor, S. (1996). Rural electrification, economic development, and social equity: A review and assessment. World Bank Research Observer, 11(1), 1-26.",Rural electrification,mistral_large_2_123b,unverified,Reference could not be verified.,CONTRADICTION,MATCH,MATCH,CONTRADICTION,ABSENT,Rural energy in developing countries: a challenge for economic development,D F Barnes; W M Floor,1996,Annual review of energy and the …,,https://www.annualreviews.org/content/journals/10.1146/annurev.energy.21.1.497;,GOOGLE,2,2,0,1,0,"Rural electrification, economic development, and social equity: A review and assessment",Rural energy in developing countries: a challenge for economic development,"Barnes, D. F.; Floor, S.",D F Barnes; W M Floor,1996,1996,World Bank Research Observer,Annual review of energy and the …,,https://www.annualreviews.org/content/journals/10.1146/annurev.energy.21.1.497;,0,0,1,GOOGLE,0,"✗ Title | ✓ Authors | ✓ Year | ✗ Venue | ○ ID

### Summary
No matching article could be found for the reference provided. Although the authors and year match, the title and journal do not correspond to the cited work.

### Details
A matching record was found with the same authors, D. F. Barnes and S. Floor, and the year 1996, but the title was ""Rural energy in developing countries: a challenge for economic development"" rather than the cited ""Rural electrification, economic development, and social equity: A review and assessment."" Additionally, the found article was published in the Annual Review of Energy and the Environment, which differs from the cited World Bank Research Observer journal. No identifier was available to confirm the citation. These discrepancies indicate that the cited article could not be verified.

- https://www.annualreviews.org/content/journals/10.1146/annurev.energy.21.1.497;",0.0,1.0
"Chaurey, A., & Kandpal, T. C. (2010). A review of solar photovoltaic technologies for rural electrification in developing countries. Renewable and Sustainable Energy Reviews, 14(9), 2968-2977.",Rural electrification,mistral_large_2_123b,needs-human,Reference requires human review.,CONTAINS,CONTRADICTION,CONTAINS,MATCH,ABSENT,A review of solar photovoltaic technologies,B Parida; S Iniyan; R Goic,2011,Renewable and sustainable energy reviews,,https://www.sciencedirect.com/science/article/pii/S1364032110004016,GOOGLE,1,1,2,1,0,A review of solar photovoltaic technologies for rural electrification in developing countries.,A review of solar photovoltaic technologies,"Chaurey, A.; Kandpal, T. C.",B Parida; S Iniyan; R Goic,2010,2011,Renewable and Sustainable Energy Reviews,Renewable and sustainable energy reviews,,https://www.sciencedirect.com/science/article/pii/S1364032110004016,0,0,1,GOOGLE,0,"◐ Title | ✗ Authors | ◐ Year | ✓ Venue | ○ ID

### Summary
The reference could not be fully verified because the authors listed do not match any found in the search results, even though the title and journal are very similar. The year is close but differs by one year, and the best matching article has different authors.

### Details
A matching article titled ""A review of solar photovoltaic technologies"" was found in the journal Renewable and Sustainable Energy Reviews, published in 2011. However, the authors of this found article (Parida, Iniyan, and Goic) do not overlap with the cited authors (Chaurey and Kandpal). The year 2010 in the citation is close to the found article's 2011. No exact match was found on OpenAlex, and no DOI was available in the citation to confirm identity.

- https://www.sciencedirect.com/science/article/pii/S1364032110004016",0.2,0.8
"Dinkelman, T. (2011). The effects of rural electrification on employment: New evidence from South Africa. American Economic Review, 101(7), 3077-3108.",Rural electrification,mistral_large_2_123b,verified,"Dinkelman, T. (2011). The effects of rural electrification on employment: New evidence from South Africa. *American Economic Review*, 101(7), 3078-3108. https://doi.org/10.1257/aer.101.7.3078",MATCH,MATCH,MATCH,MATCH,ABSENT,The Effects of Rural Electrification on Employment: New Evidence from South Africa,Taryn Dinkelman,2011,American Economic Review,10.1257/aer.101.7.3078,https://doi.org/10.1257/aer.101.7.3078,GOOGLE,4,0,0,1,0,The effects of rural electrification on employment: New evidence from South Africa,The Effects of Rural Electrification on Employment: New Evidence from South Africa,"Dinkelman, T.",Taryn Dinkelman,2011,2011,American Economic Review,American Economic Review,,10.1257/aer.101.7.3078,1,1,1,GOOGLE,1,"✓ Title | ✓ Authors | ✓ Year | ✓ Venue | ○ ID

### Summary
This article was confirmed in the American Economic Review with matching authors and year. The title ""The Effects of Rural Electrification on Employment: New Evidence from South Africa"" was exactly matched, and the author Taryn Dinkelman corresponds to the citation author initials T. Dinkelman.

### Details
A matching record was found with the exact title and year 2011. The author name matched as the citation used initials while the evidence showed the full name. The journal name American Economic Review matched exactly. Although no identifier was provided in the citation, the evidence included a DOI (10.1257/aer.101.7.3078) and a URL confirming the article's presence.

- https://doi.org/10.1257/aer.101.7.3078",1.0,0.0
"Foley, G. (1992). Rural electrification and development: The case of Kenya. World Development, 20(9), 1337-1348.",Rural electrification,mistral_large_2_123b,needs-human,Reference requires human review.,CONTRADICTION,MATCH,MATCH,CONTAINS,ABSENT,Rural electrification in the developing world,G Foley,1992,Energy Policy,,https://www.sciencedirect.com/science/article/pii/030142159290108E,GOOGLE,2,1,1,1,0,Rural electrification and development: The case of Kenya.,Rural electrification in the developing world,"Foley, G.",G Foley,1992,1992,World Development,Energy Policy,,https://www.sciencedirect.com/science/article/pii/030142159290108E,0,0,3,GOOGLE,0,"✗ Title | ✓ Authors | ✓ Year | ◐ Venue | ○ ID

### Summary
The reference could not be conclusively verified because the title in the citation refers specifically to rural electrification in Kenya, while the closest found article discusses rural electrification in the developing world more broadly. Although the author (G. Foley) and year (1992) match, the difference in titles and journals suggests these are different works.

### Details
A matching record was found for an article titled ""Rural electrification in the developing world"" by G. Foley published in 1992 in the journal Energy Policy. However, the cited article's title is ""Rural electrification and development: The case of Kenya"" published in World Development, which is a different journal. No exact match was found in OpenAlex, and the titles differ significantly in scope, indicating a likely mismatch. 

- https://www.sciencedirect.com/science/article/pii/030142159290108E",0.233,0.767
